dvm_edit,address_final,address_split?,subtotal,actual00,actual01,actual02,actual03,actual04,actual05,actual06,actual07,actual08,actual09,actual10,actual11,actual12,actual13,actual14,actual15,actual16,actual17,actual18
Ida B. Wells Homes,527 E 37th Pl,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,527 E Browning Av,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,527-535 E 38th St,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,530 E 38th Pl,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,531-541 E 37th St,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,532-538 E 37th Pl,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,532-542 E 39th St,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,533-537 E 38th Pl,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,536 E 38th St,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,537-545 E 38th St,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,539-547 E 38th Pl,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,540 E 36th St,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,540-546 E 37th Pl,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,543-559 E 37th St,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,544-552 E 39th St,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,548-552 E 37th Pl,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,548-552 E 38th St,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,549 E 37th Pl,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,549-557 E 38th Pl,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,551-557E 37th St,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,554-560 E 37th Pl,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,554-562 E 39th St,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,555-565 E 37th Pl,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,556 E 38th St,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,559 E Browning Av,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,559-563 E 38th Pl,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,559-569 E 37th St,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,560 E 38th Pl,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,561 E 38th St,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,562-568 E 37th Pl,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,564-570 E 39th St,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,570-574 E 37th Pl,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,571 E 37th Pl,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
