dvm_edit,address_final,address_split?,subtotal,actual00,actual01,actual02,actual03,actual04,actual05,actual06,actual07,actual08,actual09,actual10,actual11,actual12,actual13,actual14,actual15,actual16,actual17,actual18
Grace Abbott Homes,1452 S Blue Island Av,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Grace Abbott Homes,1452-1462 W Washburne Av,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
Grace Abbott Homes,1508-1514 W 14th St,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Grace Abbott Homes,1510 W 13th St,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0
Grace Abbott Homes,1510 W 14th Pl,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grace Abbott Homes,1510-1520 W Washburne Av,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
Grace Abbott Homes,1511 W 14th Pl,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Grace Abbott Homes,1515 W 14th Pl,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
Grace Abbott Homes,1516 W 14th St,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
Grace Abbott Homes,1520 W 15th St,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
Grace Abbott Homes,1520 W Hastings St,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0
Grace Abbott Homes,1522-1528 W Washburne Av,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Grace Abbott Homes,1524 W 14th Pl,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Grace Abbott Homes,1525 W 14th St,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Grace Abbott Homes,1526-1528 W 13th St,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Grace Abbott Homes,1527-1537 W Washburne Av,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
Grace Abbott Homes,1528 W 14th St,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Grace Abbott Homes,1530-1536 W Washburne Av,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Grace Abbott Homes,1530-1540 W 13th St,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
