dvm_edit,address_final,address_split?,subtotal,actual00,actual01,actual02,actual03,actual04,actual05,actual06,actual07,actual08,actual09,actual10,actual11,actual12,actual13,actual14,actual15,actual16,actual17,actual18
Ida B. Wells Homes,3728-3734 S Vincennes Av,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Ida B. Wells Homes,3733-3741 S Dr Martin Luther King Dr,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,3740-3756 S Cottage Grove Av,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,3741 S Vincennes Av,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,3742/3748/3756 S Vincennes Av,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,3743-3751 S Dr Martin Luther King Dr,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,3753-3761 S Dr Martin Luther King Dr,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,3801-3809 S Dr Martin Luther King Dr,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,3802-3808 S Langley Av,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,3808/ 3814/ 3820 S Vincennes Av,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,3809 S Vincennes Av,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,3810-3826 (3812) S Langley Av,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,3811-3821 S Dr Martin Luther King Dr,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,3823-3831 S Dr Martin Luther King Dr,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,3828-3834 S Langley Av,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,3833-3841 S Dr Martin Luther King Dr,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,3840-3858 S Langley Av,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,3840-3858 S Vincennes Av,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,3841 S Vincennes Av,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,3841-3859 S Rhodes Av,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,3843-3849 S Dr Martin Luther King Dr,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,3848-3852 S Vernon Av,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,408-420 E 39th St,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,409-421 E 37th St,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,500-510 E 39th St,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,501 E 37th Pl,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,504-508 E 37th Pl,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,504-510 E 38th St,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,505-509 E 38th St,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,505-511 E 38th St,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0
