dvm_edit,address_final,address_split?,subtotal,actual00,actual01,actual02,actual03,actual04,actual05,actual06,actual07,actual08,actual09,actual10,actual11,actual12,actual13,actual14,actual15,actual16,actual17,actual18
Rockwell Gardens,2515 W Jackson Blvd,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0
Rockwell Gardens,2517 W Adams St,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0
Rockwell Gardens,340 S Western Av,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scattered Site Housing,1639 W 56th St,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Scattered Site Housing,2620 W Potomac Av,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Scattered Site Housing,3045 W Franklin Blvd,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
Scattered Site Housing,3605 W Douglas Blvd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
Scattered Site Housing,442 N Whipple St,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
Scattered Site Housing,443 N Albany Av,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
Scattered Site Housing,4556 S Woodlawn Av,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Scattered Site Housing,5259 S Emerald Av,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Scattered Site Housing,5557 W Congress Pkwy,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Scattered Site Housing,5600 S Marshfield Av,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Scattered Site Housing,5719 S Carpenter St,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Scattered Site Housing,6238 S Hermitage Av,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Stateway Gardens,3517-3519 S Federal St,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stateway Gardens,3542 S State St,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stateway Gardens,3547 S Federal St,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stateway Gardens,3615-3617 S Federal St,0,0,324,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stateway Gardens,3616 S State St,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stateway Gardens,3651 S Federal St,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0
Stateway Gardens,3737-3739 S Federal St,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stateway Gardens,3833-3835 S Federal St,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington Park,123-125 E 39th St,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington Park,3909 S Indiana Av,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Washington Park,3910-3912 S Indiana Av,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington Park,3914-3916 S Indiana Av,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
