source,wbez_ids,wbez_idn,gci_id,ncessch,selectiveenrollment,charter,closed,turn,other,build_close,C_T,multaction,newschool,schnam_first,schnam_last,schnam_action,address_first,address_last,address_action,city,state,lzip_action,address_full,tract2000_nces,tract2010_nces,newschool_yr,action_yr,open98,open99,open00,open01,open02,open03,open04,open05,open06,open07,open08,open09,open10,open11,open12,open13,type_all
NCES,166,,53,170993001060,0,0,1,0,0,0,1,0,0,ROSS ELEMENTARY SCHOOL,ROSS ELEMENTARY SCHOOL,ROSS ELEMENTARY SCHOOL,6059 SOUTH WABASH AV,6059 SOUTH WABASH AV,6059 SOUTH WABASH AV,CHICAGO,IL,60637,"6059 SOUTH WABASH AVE, CHICAGO, IL 60637",4008,4008,,2013,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,ES
NCES,139,,322,170993000644,0,0,1,0,0,0,1,0,0,CALHOUN NORTH ELEMENTARY SCHOOL,CALHOUN NORTH ELEMENTARY SCHOOL,CALHOUN NORTH ELEMENTARY SCHOOL,2833 WEST ADAMS ST,2833 WEST ADAMS ST,2833 WEST ADAMS ST,CHICAGO,IL,60612,"2833 WEST ADAMS ST, CHICAGO, IL 60612",2711,8370,,2013,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,ES
NCES,109,,639,170993001152,0,0,1,0,0,0,1,0,0,WEST PULLMAN ELEMENTARY SCHOOL,WEST PULLMAN ELEMENTARY SCHOOL,WEST PULLMAN ELEMENTARY SCHOOL,11941 SOUTH PARNELL AV,11941 SOUTH PARNELL AV,11941 SOUTH PARNELL AV,CHICAGO,IL,60628,"11941 SOUTH PARNELL AVE, CHICAGO, IL 60628",5305,5305.01,,2013,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,ES
NCES,159,,380,170993001129,0,0,1,0,0,0,1,0,0,TRUMBULL ELEMENTARY SCHOOL,TRUMBULL ELEMENTARY SCHOOL,TRUMBULL ELEMENTARY SCHOOL,5200 NORTH ASHLAND AV,5200 NORTH ASHLAND AV,5200 NORTH ASHLAND AV,CHICAGO,IL,60640,"5200 NORTH ASHLAND AVE, CHICAGO, IL 60640",309,309,,2013,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,ES
NCES,183,,522,170993000932,0,0,1,0,0,0,1,0,0,LAWRENCE ELEMENTARY SCHOOL,LAWRENCE ELEMENTARY SCHOOL,LAWRENCE ELEMENTARY SCHOOL,9928 SOUTH CRANDON AV,9928 SOUTH CRANDON AV,9928 SOUTH CRANDON AV,CHICAGO,IL,60617,"9928 SOUTH CRANDON AVE, CHICAGO, IL 60617",5103,5103,,2013,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,ES
NCES,171,,532,170993001066,0,0,1,0,0,0,1,0,0,RYERSON ELEMENTARY SCHOOL,RYERSON ELEMENTARY SCHOOL,RYERSON ELEMENTARY SCHOOL,646 NORTH LAWNDALE AV,646 NORTH LAWNDALE AV,646 NORTH LAWNDALE AV,CHICAGO,IL,60624,"646 NORTH LAWNDALE AVE, CHICAGO, IL 60624",2315,2315,,2013,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,ES
NCES,152,,334,170993001107,0,0,1,0,0,0,1,0,0,STOCKTON ELEMENTARY SCHOOL,STOCKTON ELEMENTARY SCHOOL,STOCKTON ELEMENTARY SCHOOL,4420 NORTH BEACON ST,4420 NORTH BEACON ST,4420 NORTH BEACON ST,CHICAGO,IL,60640,"4420 NORTH BEACON ST, CHICAGO, IL 60640",317,317,,2013,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,ES
NCES,122,,185,170993000754,1,0,1,0,0,0,1,0,0,GOODLOW ELEMENTARY MAGNET SCHOOL,GOODLOW ELEMENTARY MAGNET SCHOOL,GOODLOW ELEMENTARY MAGNET SCHOOL,2040 WEST 62ND ST,2040 WEST 62ND ST,2040 WEST 62ND ST,CHICAGO,IL,60636,"2040 WEST 62ND ST, CHICAGO, IL 60636",6705,6705,,2013,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,ES
NCES,110,,22,170993000949,0,0,1,0,0,0,1,0,0,BONTEMPS ELEMENTARY SCHOOL,BONTEMPS ELEMENTARY SCHOOL,BONTEMPS ELEMENTARY SCHOOL,1241 WEST 58TH ST,1241 WEST 58TH ST,1241 WEST 58TH ST,CHICAGO,IL,60636,"1241 WEST 58TH ST, CHICAGO, IL 60636",6701,6701,,2013,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,ES
NCES,158,,214,170993000885,0,0,1,0,0,0,1,0,0,KEY ELEMENTARY SCHOOL,KEY ELEMENTARY SCHOOL,KEY ELEMENTARY SCHOOL,517 NORTH PARKSIDE AV,517 NORTH PARKSIDE AV,517 NORTH PARKSIDE AV,CHICAGO,IL,60644,"517 NORTH PARKSIDE AVE, CHICAGO, IL 60644",2514,2514,,2013,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,ES
