source,wbez_ids,wbez_idn,gci_id,ncessch,selectiveenrollment,charter,closed,turn,other,build_close,C_T,multaction,newschool,schnam_first,schnam_last,schnam_action,address_first,address_last,address_action,city,state,lzip_action,address_full,tract2000_nces,tract2010_nces,newschool_yr,action_yr,open98,open99,open00,open01,open02,open03,open04,open05,open06,open07,open08,open09,open10,open11,open12,open13,type_all
NCES,,,630,170993001189,0,0,0,0,0,0,0,0,0,GEORGE WASHINGTON HIGH SCHOOL,WASHINGTON G HIGH SCHOOL,WASHINGTON G HIGH SCHOOL,3535 EAST 114TH ST,3535 EAST 114TH ST,3535 EAST 114TH ST,CHICAGO,IL,60617,"3535 EAST 114TH ST, CHICAGO, IL 60617",5206,5206,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HS
NCES,,,415,170993001084,0,0,0,0,0,0,0,0,0,PHILLIP SHERIDAN ELEMENTARY SCHOOL,MIRELES ELEMENTARY ACADEMY,MIRELES ELEMENTARY ACADEMY,9000 SOUTH EXCHANGE AV,9000 SOUTH EXCHANGE AV,9000 SOUTH EXCHANGE AV,CHICAGO,IL,60617,"9000 SOUTH EXCHANGE AVE, CHICAGO, IL 60617",4609,8339,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ES
NCES,,,62,170993000623,0,0,0,0,0,0,0,0,0,BRYN MAWR ELEMENTARY SCHOOL,BOUCHET ELEMENTARY MATH & SCIENCE ACADEMY,BOUCHET ELEMENTARY MATH & SCIENCE ACADEMY,7355 SOUTH JEFFERY BL,7355 SOUTH JEFFERY BL,7355 SOUTH JEFFERY BL,CHICAGO,IL,60649,"7355 SOUTH JEFFERY BL, CHICAGO, IL 60649",4308,4308,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ES
NCES,,,268,170993000831,1,0,0,0,0,0,0,0,0,HAUGAN ELEMENTARY SCHOOL,HAUGAN ELEMENTARY SCHOOL,HAUGAN ELEMENTARY SCHOOL,4540 NORTH HAMLIN AV,4540 NORTH HAMLIN AV,4540 NORTH HAMLIN AV,CHICAGO,IL,60625,"4540 NORTH HAMLIN AVE, CHICAGO, IL 60625",1406,1406.02,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ES
NCES,,,338,"170993000895, 170993005672",0,0,0,0,0,0,0,0,0,JULIAN HIGH SCHOOL,JULIAN HIGH SCHOOL,JULIAN HIGH SCHOOL,10330 SOUTH ELIZABETH ST,10330 SOUTH ELIZABETH ST,10330 SOUTH ELIZABETH ST,CHICAGO,IL,60643,"10330 SOUTH ELIZABETH ST, CHICAGO, IL 60643",7307,7307,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HS
NCES,,,295,170993000889,0,0,0,0,0,0,0,0,0,HUBBARD HIGH SCHOOL,HUBBARD HIGH SCHOOL,HUBBARD HIGH SCHOOL,6200 SOUTH HAMLIN AV,6200 SOUTH HAMLIN AV,6200 SOUTH HAMLIN AV,CHICAGO,IL,60629,"6200 SOUTH HAMLIN AVE, CHICAGO, IL 60629",6501,6501,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HS
NCES,,,544,170993001079,0,0,0,0,0,0,0,0,0,SCHUBERT ELEMENTARY SCHOOL,SCHUBERT ELEMENTARY SCHOOL,SCHUBERT ELEMENTARY SCHOOL,2727 NORTH LONG AV,2727 NORTH LONG AV,2727 NORTH LONG AV,CHICAGO,IL,60639,"2727 NORTH LONG AVE, CHICAGO, IL 60639",1907,1907.01,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ES
NCES,,,159,170993000709,1,0,0,0,0,0,0,0,0,DISNEY ELEMENTARY MAGNET SCHOOL,DISNEY ELEMENTARY MAGNET SCHOOL,DISNEY ELEMENTARY MAGNET SCHOOL,4140 NORTH MARINE DR,4140 NORTH MARINE DR,4140 NORTH MARINE DR,CHICAGO,IL,60613,"4140 NORTH MARINE DR, CHICAGO, IL 60613",314,314,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ES
NCES,,,659,170993001171,0,0,0,0,0,0,0,0,0,YOUNG ELEMENTARY SCHOOL,YOUNG ELEMENTARY SCHOOL,YOUNG ELEMENTARY SCHOOL,1434 NORTH PARKSIDE AV,1434 NORTH PARKSIDE AV,1434 NORTH PARKSIDE AV,CHICAGO,IL,60651,"1434 NORTH PARKSIDE AVE, CHICAGO, IL 60651",2506,2506,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ES
NCES,,,513,170993001054,0,0,0,0,0,0,0,0,0,REILLY ELEMENTARY SCHOOL,REILLY ELEMENTARY SCHOOL,REILLY ELEMENTARY SCHOOL,3650 WEST SCHOOL ST,3650 WEST SCHOOL ST,3650 WEST SCHOOL ST,CHICAGO,IL,60618,"3650 WEST SCHOOL ST, CHICAGO, IL 60618",2103,8311,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ES
NCES,,,527,170993001093,0,0,0,0,0,0,0,0,0,ROOSEVELT HIGH SCHOOL,ROOSEVELT HIGH SCHOOL,ROOSEVELT HIGH SCHOOL,3436 WEST WILSON AV,3436 WEST WILSON AV,3436 WEST WILSON AV,CHICAGO,IL,60625,"3436 WEST WILSON AVE, CHICAGO, IL 60625",1407,1407.02,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HS
NCES,,,591,170993001153,0,0,0,0,0,0,0,0,0,TAFT HIGH SCHOOL,TAFT HIGH SCHOOL,TAFT HIGH SCHOOL,6545 WEST HURLBUT ST,6530 WEST BRYN MAWR AV,6530 WEST BRYN MAWR AV,CHICAGO,IL,60631,"6530 WEST BRYN MAWR AVE, CHICAGO, IL 60631",1003,1003,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HS
NCES,,,369,170993001185,0,0,0,0,0,0,0,0,0,LINCOLN PARK HIGH SCHOOL,LINCOLN PARK HIGH SCHOOL,LINCOLN PARK HIGH SCHOOL,2001 NORTH ORCHARD ST,2001 NORTH ORCHARD ST,2001 NORTH ORCHARD ST,CHICAGO,IL,60614,"2001 NORTH ORCHARD ST, CHICAGO, IL 60614",712,712,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HS
NCES,,,554,170993001092,0,0,0,0,0,0,0,0,0,SHIELDS ELEMENTARY SCHOOL,SHIELDS ELEMENTARY SCHOOL,SHIELDS ELEMENTARY SCHOOL,4250 SOUTH ROCKWELL ST,4250 SOUTH ROCKWELL ST,4250 SOUTH ROCKWELL ST,CHICAGO,IL,60632,"4250 SOUTH ROCKWELL ST, CHICAGO, IL 60632",5806,5806,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ES
NCES,,,547,"170993001114, 170993005673",0,0,0,0,0,0,0,0,0,SENN METRO LIB ARTS & TECH HIGH SCHOOL,SENN HIGH SCHOOL,SENN HIGH SCHOOL,5900 NORTH GLENWOOD AV,5900 NORTH GLENWOOD AV,5900 NORTH GLENWOOD AV,CHICAGO,IL,60660,"5900 NORTH GLENWOOD AVE, CHICAGO, IL 60660",305,305,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HS
NCES,,,299,170993000893,0,0,0,0,0,0,0,0,0,HYDE PARK CAREER ACADEMY HIGH SCHOOL,HYDE PARK ACADEMY HIGH SCHOOL,HYDE PARK ACADEMY HIGH SCHOOL,6220 SOUTH STONY ISLAND,6220 SOUTH STONY ISLAND AV,6220 SOUTH STONY ISLAND AV,CHICAGO,IL,60637,"6220 SOUTH STONY ISLAND AVE, CHICAGO, IL 60637",4201,4201,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HS
