source,wbez_ids,wbez_idn,gci_id,ncessch,selectiveenrollment,charter,closed,turn,other,build_close,C_T,multaction,newschool,schnam_first,schnam_last,schnam_action,address_first,address_last,address_action,city,state,lzip_action,address_full,tract2000_nces,tract2010_nces,newschool_yr,action_yr,open98,open99,open00,open01,open02,open03,open04,open05,open06,open07,open08,open09,open10,open11,open12,open13,type_all
NCES,,,257,170993000615,0,0,0,0,0,0,0,0,0,BRENAN ELEMENTARY AFRICAN-AMERICAN SPEC,HALEY ELEMENTARY ACADEMY,HALEY ELEMENTARY ACADEMY,11411 SOUTH EGGLESTON AV,11411 SOUTH EGGLESTON AV,11411 SOUTH EGGLESTON AV,CHICAGO,IL,60628,"11411 SOUTH EGGLESTON AVE, CHICAGO, IL 60628",4912,4912,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ES
NCES,,,100,170993000993,0,0,0,0,0,0,0,0,0,CARVER PRIMARY SCHOOL,CARVER PRIMARY SCHOOL,CARVER PRIMARY SCHOOL,901 EAST 133RD PL,901 EAST 133RD PL,901 EAST 133RD PL,CHICAGO,IL,60827,"901 EAST 133RD PL, CHICAGO, IL 60827",5401,5401.01,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ES
NCES,,,530,170993005413,0,0,0,0,0,0,0,0,0,RUIZ ELEMENTARY SCHOOL,RUIZ ELEMENTARY SCHOOL,RUIZ ELEMENTARY SCHOOL,2410 SOUTH LEAVITT ST,2410 SOUTH LEAVITT ST,2410 SOUTH LEAVITT ST,CHICAGO,IL,60608,"2410 SOUTH LEAVEITT ST, CHICAGO, IL 60608",3113,8413,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ES
NCES,,,279,170993000842,0,0,0,0,0,0,0,0,0,HENDERSON ELEMENTARY SCHOOL,HENDERSON ELEMENTARY SCHOOL,HENDERSON ELEMENTARY SCHOOL,5650 SOUTH WOLCOTT AV,5650 SOUTH WOLCOTT AV,5650 SOUTH WOLCOTT AV,CHICAGO,IL,60636,"5650 SOUTH WOLCOTT AVE, CHICAGO, IL 60636",6704,6704,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ES
NCES,,,274,170993000836,0,0,0,0,0,0,0,0,0,HEARST ELEMENTARY SCHOOL,HEARST ELEMENTARY SCHOOL,HEARST ELEMENTARY SCHOOL,4640 SOUTH LAMON AV,4640 SOUTH LAMON AV,4640 SOUTH LAMON AV,CHICAGO,IL,60638,"4640 SOUTH LAMON AVE, CHICAGO, IL 60638",5602,5602,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ES
NCES,,,408,170993000959,0,0,0,0,0,0,0,0,0,MCPHERSON ELEMENTARY SCHOOL,MCPHERSON ELEMENTARY SCHOOL,MCPHERSON ELEMENTARY SCHOOL,4728 NORTH WOLCOTT AV,4728 NORTH WOLCOTT AV,4728 NORTH WOLCOTT AV,CHICAGO,IL,60640,"4728 NORTH WOLCOTT AVE, CHICAGO, IL 60640",405,8308,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ES
NCES,,,496,170993001039,0,0,0,0,0,0,0,0,0,PORTAGE PARK ELEMENTARY SCHOOL,PORTAGE PARK ELEMENTARY SCHOOL,PORTAGE PARK ELEMENTARY SCHOOL,5330 WEST BERTEAU AV,5330 WEST BERTEAU AV,5330 WEST BERTEAU AV,CHICAGO,IL,60641,"5330 WEST BERTEAU AVE, CHICAGO, IL 60641",1503,1503,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ES
NCES,,,377,170993000930,0,0,0,0,0,0,0,0,0,LOWELL ELEMENTARY SCHOOL,LOWELL ELEMENTARY SCHOOL,LOWELL ELEMENTARY SCHOOL,3320 WEST HIRSCH ST,3320 WEST HIRSCH ST,3320 WEST HIRSCH ST,CHICAGO,IL,60651,"3320 WEST HIRSCH ST, CHICAGO, IL 60651",2309,2309,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ES
NCES,,,333,170993000441,0,0,0,0,0,0,0,0,0,JORDAN ELEMENTARY COMMUNITY ACADEMY,JORDAN ELEMENTARY COMMUNITY SCHOOL,JORDAN ELEMENTARY COMMUNITY SCHOOL,7414 NORTH WOLCOTT AV,7414 NORTH WOLCOTT AV,7414 NORTH WOLCOTT AV,CHICAGO,IL,60626,"7414 NORTH WOLCOTT AVE, CHICAGO, IL 60626",102,102.01,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ES
NCES,,,475,170993001023,0,0,0,0,0,0,0,0,0,PASTEUR ELEMENTARY SCHOOL,PASTEUR ELEMENTARY SCHOOL,PASTEUR ELEMENTARY SCHOOL,5825 SOUTH KOSTNER AV,5825 SOUTH KOSTNER AV,5825 SOUTH KOSTNER AV,CHICAGO,IL,60629,"5825 SOUTH KOSTNER AVE, CHICAGO, IL 60629",6203,6203,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ES
