,source,wbez_ids,wbez_idn,gci_id,ncessch,selectiveenrollment,charter,closed,turn,other,build_close,C_T,multaction,newschool,schnam_first,schnam_last,schnam_action,address_first,address_last,address_action,city,state,lzip_action,address_full,tract2000_nces,tract2010_nces,newschool_yr,action_yr,open98,open99,open00,open01,open02,open03,open04,open05,open06,open07,open08,open09,open10,open11,open12,open13,type_all,location,point,latitude,longitude,geometry,actual00,actual01,actual02,actual03,actual04,actual05,actual06,actual07,actual08,actual09,actual10,actual11,actual12,actual13,actual14,actual15,actual16,actual17,actual18,actualtotal,address_final,address_full,city,state,dvm_edit,location,point,latitude,longitude,dist
75,NCES,68.0,,394.0,1.71E+11,0,0,0,1,0,0,1,1,0,BETHUNE ELEMENTARY SCHOOL,BETHUNE ELEMENTARY SCHOOL,BETHUNE ELEMENTARY SCHOOL,3030 WEST ARTHINGTON ST,3030 WEST ARTHINGTON ST,3030 WEST ARTHINGTON ST,CHICAGO,IL,60612,"3030 WEST ARTHINGTON ST, CHICAGO, IL 60612",2717,8373.0,,2009.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,ES,"3030, West Arthington Street, East Garfield Park, Chicago, Cook County, Illinois, 60612, United States of America","41.8701712488648, -87.70171236286754",41.8701712488648,-87.70171236286751,POINT (441767.7113022142 4635599.661945816),0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2647 W 12th Pl,"2647 W 12th Pl, Chicago, IL",Chicago,IL,Lawndale Complex,"2647, West 12th Place, North Lawndale, Chicago, Cook County, Illinois, 60608, United States of America","41.8655706122449, -87.69275006122449",41.86557061,-87.69275006,902.3133528592015
76,NCES,72.0,,624.0,1.71E+11,0,0,1,0,0,0,1,0,0,REED ELEMENTARY SCHOOL,REED ELEMENTARY SCHOOL,REED ELEMENTARY SCHOOL,6350 SOUTH STEWART AV,6350 SOUTH STEWART AV,6350 SOUTH STEWART AV,CHICAGO,IL,60621,"6350 SOUTH STEWART AVE, CHICAGO, IL 60621",6809,6809.0,,2009.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,ES,"6310-6350, South Stewart Avenue, Becks Park, Englewood, Chicago, Cook County, Illinois, 60621, United States of America","41.77874705, -87.63541303759152",41.77874705,-87.63541303759149,POINT (447194.5821589599 4625406.326992589),0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4946 S State St,"4946 S State St, Chicago, IL",Chicago,IL,Robert Taylor Homes,"South State Street, Park Manor, Greater Grand Crossing, Chicago, Cook County, Illinois, 60621, United States of America","41.774062, -87.6252276",41.774062,-87.6252276,993.5578437923291
77,NCES,61.0,,202.0,"170993000792, 170993005067",0,0,0,1,0,0,1,0,0,FENGER ACADEMY HIGH SCHOOL,FENGER ACADEMY HIGH SCHOOL,FENGER ACADEMY HIGH SCHOOL,11220 SOUTH WALLACE ST,11220 SOUTH WALLACE ST,11220 SOUTH WALLACE ST,CHICAGO,IL,60628,"11220 SOUTH WALLACE ST, CHICAGO, IL 60628",4912,4912.0,,2009.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,HS,"11220, South Wallace Street, West Pullman, Chicago, Cook County, Illinois, 60628, United States of America","41.68973145, -87.63779650757044",41.68973145,-87.6377965075704,POINT (446923.2689702574 4615524.881295423),0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,,3841 S Vincennes Av,"3841 S Vincennes Av, Chicago, IL",Chicago,IL,Ida B. Wells Homes,"South Vincennes Avenue, Park Manor, Greater Grand Crossing, Chicago, Cook County, Illinois, 60620, United States of America","41.7674384, -87.6270546",41.767438399999996,-87.6270546,8673.733423497511
78,NCES,71.0,,166.0,1.71E+11,0,0,0,1,0,0,1,0,0,DULLES ELEMENTARY SCHOOL,DULLES ELEMENTARY SCHOOL,DULLES ELEMENTARY SCHOOL,6311 SOUTH CALUMET AV,6311 SOUTH CALUMET AV,6311 SOUTH CALUMET AV,CHICAGO,IL,60637,"6311 SOUTH CALUMET AVE, CHICAGO, IL 60637",6901,8425.0,,2009.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,ES,"6311, South Calumet Avenue, Washington Park, Chicago, Cook County, Illinois, 60637, United States of America","41.779555099999996, -87.61692481294642",41.779555099999904,-87.61692481294641,POINT (448731.6796234837 4625484.853134042),0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4946 S State St,"4946 S State St, Chicago, IL",Chicago,IL,Robert Taylor Homes,"South State Street, Park Manor, Greater Grand Crossing, Chicago, Cook County, Illinois, 60621, United States of America","41.774062, -87.6252276",41.774062,-87.6252276,920.9320477529925
79,NCES,84.0,,,1.71E+11,0,0,1,0,0,0,1,0,0,LAS CASAS OCCUPATIONAL HIGH SCHOOL,LAS CASAS OCCUPATIONAL HIGH SCHOOL,LAS CASAS OCCUPATIONAL HIGH SCHOOL,8401 SOUTH SAGINAW AV,8401 SOUTH SAGINAW AV,8401 SOUTH SAGINAW AV,CHICAGO,IL,60617,"8401 SOUTH SAGINAW AVE, CHICAGO, IL 60617",4603,4603.01,,2010.0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,HS,"Las Casas Occupational High School, 8401-8421, South Saginaw Avenue, Cheltenham, South Chicago, Chicago, Cook County, Illinois, 60617, United States of America","41.7423031, -87.5597424",41.7423031,-87.5597424,POINT (453456.8179050761 4621316.444237878),0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4022 S State St,"4022 S State St, Chicago, IL",Chicago,IL,Robert Taylor Homes,"South State Street, Park Manor, Greater Grand Crossing, Chicago, Cook County, Illinois, 60621, United States of America","41.7688938, -87.6249555",41.768893799999994,-87.6249555,6173.289654374358
80,NCES,81.0,,278.0,1.71E+11,0,0,1,0,0,0,1,0,0,MCCORKLE ELEMENTARY SCHOOL,MCCORKLE ELEMENTARY SCHOOL,MCCORKLE ELEMENTARY SCHOOL,4421 SOUTH STATE ST,4421 SOUTH STATE ST,4421 SOUTH STATE ST,CHICAGO,IL,60609,"4421 SOUTH STATE ST, CHICAGO, IL 60609",3807,3807.0,,2010.0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,MS,"Helen McCorkle Elementary School, 4421, South State Street, Grand Boulevard, Chicago, Cook County, Illinois, 60628, United States of America","41.8141457, -87.62558963287235",41.8141457,-87.62558963287229,POINT (448039.5522185403 4629330.499753986),0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,,4429 S Federal St,"4429 S Federal St, Chicago, IL",Chicago,IL,Robert Taylor Homes,"4429, South Federal Street, Grand Boulevard, Chicago, Cook County, Illinois, 60609, United States of America","41.81546055574547, -87.62814966296341",41.81546056,-87.62814966,257.9272610757641
81,NCES,78.0,,230.0,1.71E+11,0,0,1,0,0,0,1,0,0,SCHNEIDER ELEMENTARY SCHOOL,SCHNEIDER ELEMENTARY SCHOOL,SCHNEIDER ELEMENTARY SCHOOL,2957 NORTH HOYNE AV,2957 NORTH HOYNE AV,2957 NORTH HOYNE AV,CHICAGO,IL,60618,"2957 NORTH HOYNE AVE, CHICAGO, IL 60618",514,514.0,,2010.0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,ES,"Alcott College Prep, 2957, North Hoyne Avenue, Hamlin Park, North Center, Chicago, Cook County, Illinois, 60618, United States of America","41.93531, -87.6803335",41.93531,-87.6803335,POINT (443599.222994487 4642817.593659908),0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,,1340 N Larrabee St,"1340 N Larrabee St, Chicago, IL",Chicago,IL,William Green Homes,"1340, North Larrabee Street, Chicago River North, Near North Side, Chicago, Cook County, Illinois, 60610, United States of America","41.90564317650747, -87.64338600864538",41.90564318,-87.64338601,4498.568387649904
82,NCES,82.0,,107.0,1.71E+11,0,0,0,1,0,0,1,0,0,DENEEN ELEMENTARY SCHOOL,DENEEN ELEMENTARY SCHOOL,DENEEN ELEMENTARY SCHOOL,7240 SOUTH WABASH AV,7240 SOUTH WABASH AV,7240 SOUTH WABASH AV,CHICAGO,IL,60619,"7240 SOUTH WABASH AVE, CHICAGO, IL 60619",6910,6910.0,,2010.0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,ES,"7240, South Wabash Avenue, Garden Homes, Chatham, Chicago, Cook County, Illinois, 60619, United States of America","41.7623869, -87.62447434982661",41.7623869,-87.6244743498266,POINT (448090.4475997969 4623583.279467111),0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,,3841 S Vincennes Av,"3841 S Vincennes Av, Chicago, IL",Chicago,IL,Ida B. Wells Homes,"South Vincennes Avenue, Park Manor, Greater Grand Crossing, Chicago, Cook County, Illinois, 60620, United States of America","41.7674384, -87.6270546",41.767438399999996,-87.6270546,600.4699224678897
83,NCES,77.0,,635.0,"170993001061, 170993005063",0,0,0,1,0,0,1,0,0,PHILLIPS HIGH SCHOOL ACADEMY,PHILLIPS ACADEMY HIGH SCHOOL,PHILLIPS ACADEMY HIGH SCHOOL,244 EAST PERSHING RD,244 EAST PERSHING RD,244 EAST PERSHING RD,CHICAGO,IL,60653,"244 EAST PERSHING RD, CHICAGO, IL 60653",3513,8396.0,,2010.0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,HS,"Wendell Phillips Academy High School, 244, East Pershing Road, Grand Boulevard, Chicago, Cook County, Illinois, 60653, United States of America","41.8244779, -87.6197727",41.8244779,-87.6197727,POINT (448530.9735213877 4630474.142522795),0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3910-3912 S Indiana Av,"3910-3912 S Indiana Av, Chicago, IL",Chicago,IL,Washington Park,"3910, South Indiana Avenue, Grand Boulevard, Chicago, Cook County, Illinois, 60653, United States of America","41.82354, -87.621707",41.82354,-87.621707,191.43965716056368
84,NCES,79.0,,233.0,1.71E+11,0,0,0,1,0,0,1,0,0,CURTIS ELEMENTARY SCHOOL,CURTIS ELEMENTARY SCHOOL,CURTIS ELEMENTARY SCHOOL,32 EAST 115TH ST,32 EAST 115TH ST,32 EAST 115TH ST,CHICAGO,IL,60628,"32 EAST 115TH ST, CHICAGO, IL 60628",4914,4914.0,,2010.0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,ES,"32, East 115th Street, West Pullman, Chicago, Cook County, Illinois, 60628, United States of America","41.685609299999996, -87.6217933603541",41.6856092999999,-87.6217933603541,POINT (448251.7363845232 4615057.488891985),0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,,3841 S Vincennes Av,"3841 S Vincennes Av, Chicago, IL",Chicago,IL,Ida B. Wells Homes,"South Vincennes Avenue, Park Manor, Greater Grand Crossing, Chicago, Cook County, Illinois, 60620, United States of America","41.7674384, -87.6270546",41.767438399999996,-87.6270546,9095.791265763732
85,NCES,80.0,,326.0,1.71E+11,0,0,0,1,0,0,1,0,0,MARSHALL METROPOLITAN HIGH SCHOOL,MARSHALL METROPOLITAN HIGH SCHOOL,MARSHALL METROPOLITAN HIGH SCHOOL,3250 WEST ADAMS ST,3250 WEST ADAMS ST,3250 WEST ADAMS ST,CHICAGO,IL,60624,"3250 WEST ADAMS ST, CHICAGO, IL 60624",2713,2713.0,,2010.0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,HS,"West Adams Street, East Garfield Park, Chicago, Cook County, Illinois, 60624, United States of America","41.8783774, -87.7067861",41.8783774,-87.7067861,POINT (441354.1624066709 4636514.223602718),0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2514 W Van Buren St,"2514 W Van Buren St, Chicago, IL",Chicago,IL,Rockwell Gardens,"2514, West Van Buren Street, East Garfield Park, Chicago, Cook County, Illinois, 60612, United States of America","41.87613869335127, -87.6894240012331",41.87613869,-87.689424,1461.9926891845662
86,NCES,83.0,,432.0,1.71E+11,0,0,0,1,0,0,1,0,0,BRADWELL ELEMENTARY SCHOOL,BRADWELL COMM ARTS & SCI ELEMENTARY SCHOOL,BRADWELL COMM ARTS & SCI ELEMENTARY SCHOOL,7736 SOUTH BURNHAM AV,7736 SOUTH BURNHAM AV,7736 SOUTH BURNHAM AV,CHICAGO,IL,60649,"7736 SOUTH BURNHAM AVE, CHICAGO, IL 60649",4313,4313.01,,2010.0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,ES,"7736, South Burnham Avenue, South Chicago, Chicago, Cook County, Illinois, 60649, United States of America","41.75477783542087, -87.55715057094854",41.754777835420796,-87.55715057094851,POINT (453681.3001302225 4622700.047956123),0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,,3740 S Cottage Grove Ave,"3740 S Cottage Grove Ave, Chicago, IL",Chicago,IL,Ida B. Wells Homes,"South Cottage Grove Avenue, Washington Park, Chicago, Cook County, Illinois, 60637, United States of America","41.7862906, -87.6060534",41.7862906,-87.60605340000001,5363.104590365042
87,NCES,,,,1.71E+11,0,0,1,0,0,0,1,0,0,ALTERNATIVE SCHOOL 8TH FLOOR,SAFE SCHOOLS ALTERNATIVE HIGH SCHOOL,SAFE SCHOOLS ALTERNATIVE HIGH SCHOOL,125 SOUTH CLARK,4655 SOUTH DEARBORN ST,4655 SOUTH DEARBORN ST,CHICAGO,IL,60609,"4655 SOUTH DEARBORN ST, CHICAGO, IL 60609",3816,8357.0,,2011.0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,HS,"Zenos Colman Elementary School, 4655, South Dearborn Street, Grand Boulevard, Chicago, Cook County, Illinois, 60609, United States of America","41.8101164, -87.6268680444687",41.8101164,-87.62686804446871,POINT (447930.1057304538 4628883.916644288),323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4845 S Federal St,"4845 S Federal St, Chicago, IL",Chicago,IL,Robert Taylor Homes,"4845, South Federal Street, Washington Park, Chicago, Cook County, Illinois, 60609, United States of America","41.80881049411765, -87.628466",41.80881049,-87.628466,196.57667020298942
88,NCES,62.0,,93.0,1.71E+11,1,0,1,0,0,0,1,0,0,CARPENTER ELEMENTARY SCHOOL,CARPENTER ELEMENTARY SCHOOL,CARPENTER ELEMENTARY SCHOOL,1250 WEST ERIE ST,1250 WEST ERIE ST,1250 WEST ERIE ST,CHICAGO,IL,60622,"1250 WEST ERIE ST, CHICAGO, IL 60622",2434,2434.0,,2011.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,ES,"West Erie Street, West Town, Chicago, Cook County, Illinois, 60622, United States of America","41.8933822, -87.6476871",41.8933822,-87.6476871,POINT (446270.521845908 4638141.472921701),0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1150-1160 N Sedgwick St,"1150-1160 N Sedgwick St, Chicago, IL",Chicago,IL,Frances Cabrini Homes,"North Sedgwick Street, Chicago River North, Near North Side, Chicago, Cook County, Illinois, 60610, United States of America","41.8964048, -87.6385814",41.89640479999999,-87.6385814,826.574327334109
89,NCES,88.0,,31.0,1.71E+11,0,0,1,0,0,0,1,0,0,AVONDALE ELEMENTARY SCHOOL,AVONDALE ELEMENTARY SCHOOL,AVONDALE ELEMENTARY SCHOOL,2945 NORTH SAWYER AV,2945 NORTH SAWYER AV,2945 NORTH SAWYER AV,CHICAGO,IL,60618,"2945 NORTH SAWYER AVE, CHICAGO, IL 60618",2106,2106.02,,2011.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,ES,"Avondale Public School, 2945, North Sawyer Avenue, Avondale, Chicago, Cook County, Illinois, 60618, United States of America","41.935070350000004, -87.70841476301979",41.93507035,-87.70841476301969,POINT (441271.0071349751 4642809.841269626),0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,,714 W Division St,"714 W Division St, Chicago, IL",Chicago,IL,William Green Homes,"West Division Street, Moreland, Austin, Chicago, Cook County, Illinois, 60651, United States of America","41.9024164, -87.7424231",41.9024164,-87.7424231,4593.340006847013
90,NCES,104.0,,253.0,1.71E+11,0,0,1,0,0,0,1,0,0,GUGGENHEIM ELEMENTARY SCHOOL,GUGGENHEIM ELEMENTARY SCHOOL,GUGGENHEIM ELEMENTARY SCHOOL,7141 SOUTH MORGAN ST,7141 SOUTH MORGAN ST,7141 SOUTH MORGAN ST,CHICAGO,IL,60621,"7141 SOUTH MORGAN ST, CHICAGO, IL 60621",6814,6814.0,,2012.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,ES,"Guggenheim Elementary School, 7141, South Morgan Street, Englewood, Chicago, Cook County, Illinois, 60620, United States of America","41.7636449, -87.6489388",41.7636449,-87.6489388,POINT (446057.8792809045 4623738.001459247),0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,,3841 S Vincennes Av,"3841 S Vincennes Av, Chicago, IL",Chicago,IL,Ida B. Wells Homes,"South Vincennes Avenue, Park Manor, Greater Grand Crossing, Chicago, Cook County, Illinois, 60620, United States of America","41.7674384, -87.6270546",41.767438399999996,-87.6270546,1867.2212166795618
91,NCES,98.0,,217.0,1.71E+11,0,0,0,1,0,0,1,0,0,FULLER ELEMENTARY SCHOOL,FULLER ELEMENTARY SCHOOL,FULLER ELEMENTARY SCHOOL,4214 SOUTH ST LAWRENCE,4214 SOUTH SAINT LAWRENCE AV,4214 SOUTH SAINT LAWRENCE AV,CHICAGO,IL,60653,"4214 SOUTH SAINT LAWRENCE AVE, CHICAGO, IL 60653",3801,3801.0,,2012.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,ES,"4210-4214, South Saint Lawrence Avenue, Forestville, Grand Boulevard, Chicago, Cook County, Illinois, 60653, United States of America","41.81804545, -87.61234024235986",41.81804545,-87.6123402423598,POINT (449143.1149889295 4629755.546882588),0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4120 S St Lawrence Av,"4120 S St Lawrence Av, Chicago, IL",Chicago,IL,Washington Park,"4120, South Saint Lawrence Avenue, Forestville, Grand Boulevard, Chicago, Cook County, Illinois, 60653, United States of America","41.819993, -87.611896",41.819993,-87.611896,219.35953520554378
92,NCES,100.0,,655.0,1.71E+11,0,0,0,1,0,0,1,0,0,WOODSON SOUTH ELEMENTARY SCHOOL,WOODSON SOUTH ELEMENTARY SCHOOL,WOODSON SOUTH ELEMENTARY SCHOOL,4444 SOUTH EVANS AV,4414 SOUTH EVANS AV,4414 SOUTH EVANS AV,CHICAGO,IL,60653,"4414 SOUTH EVANS AVE, CHICAGO, IL 60653",3810,8360.0,,2012.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,ES,"4414-4444, South Evans Avenue, Forestville, Grand Boulevard, Chicago, Cook County, Illinois, 60653, United States of America","41.814065049999996, -87.60869678533442",41.814065049999904,-87.60869678533442,POINT (449442.587022907 4629311.469015368),0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4445 S Evans Av,"4445 S Evans Av, Chicago, IL",Chicago,IL,Washington Park,"4445, South Evans Avenue, Forestville, Grand Boulevard, Chicago, Cook County, Illinois, 60653, United States of America","41.81413920570469, -87.60818968596692",41.81413921,-87.60818969,42.91703023454583
93,NCES,106.0,,636.0,1.71E+11,0,0,0,1,0,0,1,0,0,SMITH ELEMENTARY SCHOOL,SMITH W ELEMENTARY SCHOOL,SMITH  W ELEMENTARY SCHOOL,744 EAST 103RD ST,744 EAST 103RD ST,744 EAST 103RD ST,CHICAGO,IL,60628,"744 EAST 103RD ST, CHICAGO, IL 60628",5001,5001.0,,2012.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,ES,"Smith Elementary School, 722-744, East 103rd Street, Pullman, Chicago, Cook County, Illinois, 60628, United States of America","41.7080997, -87.60547833793171",41.7080997,-87.60547833793171,POINT (449627.100281242 4617544.784812609),0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,,3841 S Vincennes Av,"3841 S Vincennes Av, Chicago, IL",Chicago,IL,Ida B. Wells Homes,"South Vincennes Avenue, Park Manor, Greater Grand Crossing, Chicago, Cook County, Illinois, 60620, United States of America","41.7674384, -87.6270546",41.767438399999996,-87.6270546,6828.1794508755975
94,NCES,105.0,,12.0,1.71E+11,0,0,0,1,0,0,1,0,0,STAGG ELEMENTARY SCHOOL,STAGG ELEMENTARY SCHOOL,STAGG ELEMENTARY SCHOOL,7424 SOUTH MORGAN ST,7424 SOUTH MORGAN ST,7424 SOUTH MORGAN ST,CHICAGO,IL,60621,"7424 SOUTH MORGAN ST, CHICAGO, IL 60621",6814,6814.0,,2012.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,ES,"Amos Alonzeo Stagg, 7424, South Morgan Street, Englewood, Chicago, Cook County, Illinois, 60620, United States of America","41.759087300000004, -87.64937627276215",41.7590873,-87.64937627276208,POINT (446017.6949742666 4623232.268153477),0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,,3841 S Vincennes Av,"3841 S Vincennes Av, Chicago, IL",Chicago,IL,Ida B. Wells Homes,"South Vincennes Avenue, Park Manor, Greater Grand Crossing, Chicago, Cook County, Illinois, 60620, United States of America","41.7674384, -87.6270546",41.767438399999996,-87.6270546,2074.2944722877132
95,NCES,93.0,,489.0,1.71E+11,0,0,0,1,0,0,1,0,0,PICCOLO ELEMENTARY SCHOOL,PICCOLO ELEMENTARY SPECIALTY SCHOOL,PICCOLO ELEMENTARY SPECIALTY SCHOOL,1040 NORTH KEELER AV,1040 NORTH KEELER AV,1040 NORTH KEELER AV,CHICAGO,IL,60651,"1040 NORTH KEELER AVE, CHICAGO, IL 60651",2313,8421.0,,2012.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,ES,"Brian Piccolo Specialty School, 1040, North Keeler Avenue, Beat 2534, Humboldt Park, Chicago, Cook County, Illinois, 60651, United States of America","41.9003099, -87.732001",41.9003099,-87.732001,POINT (439282.7078864523 4638966.876011294),0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,,714 W Division St,"714 W Division St, Chicago, IL",Chicago,IL,William Green Homes,"West Division Street, Moreland, Austin, Chicago, Cook County, Illinois, 60651, United States of America","41.9024164, -87.7424231",41.9024164,-87.7424231,895.5852631563345
96,NCES,96.0,,469.0,1.71E+11,0,0,0,1,0,0,1,0,0,CASALS ELEMENTARY SCHOOL,CASALS ELEMENTARY SCHOOL,CASALS ELEMENTARY SCHOOL,3501 WEST POTOMAC AV,3501 WEST POTOMAC AV,3501 WEST POTOMAC AV,CHICAGO,IL,60651,"3501 WEST POTOMAC AVE, CHICAGO, IL 60651",2308,2308.0,,2012.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,ES,"3501, West Potomac Avenue, Pacific Junction, Humboldt Park, Chicago, Cook County, Illinois, 60651, United States of America","41.904184150000006, -87.71413587878537",41.90418415,-87.7141358787853,POINT (440768.1556284275 4639384.535962252),0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,,714 W Division St,"714 W Division St, Chicago, IL",Chicago,IL,William Green Homes,"West Division Street, Moreland, Austin, Chicago, Cook County, Illinois, 60651, United States of America","41.9024164, -87.7424231",41.9024164,-87.7424231,2354.5244568627677
97,NCES,101.0,,604.0,"170993001161, 170993005670",0,0,0,1,0,0,1,0,0,TILDEN COMMUNITY ACADEMY HIGH SCHOOL,TILDEN CAREER COMMUNTY ACADEMY HIGH SCHOOL,TILDEN CAREER COMMUNTY ACADEMY HIGH SCHOOL,4747 SOUTH UNION AV,4747 SOUTH UNION AV,4747 SOUTH UNION AV,CHICAGO,IL,60609,"4747 SOUTH UNION AVE, CHICAGO, IL 60609",6109,8438.0,,2012.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,HS,"4747, South Union Avenue, Canaryville, New City, Chicago, Cook County, Illinois, 60609, United States of America","41.807558900000004, -87.64229016783199",41.8075589,-87.6422901678319,POINT (446646.9611043232 4628609.426807174),0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,,3840 S Wentworth Ave,"3840 S Wentworth Ave, Chicago, IL",Chicago,IL,Wentworth Gardens,"South Wentworth Avenue, Fuller Park, Chicago, Cook County, Illinois, 60621, United States of America","41.807958, -87.6308711",41.807958,-87.6308711,949.6081910455088
98,NCES,103.0,,389.0,1.71E+11,0,0,0,1,0,0,1,0,0,MARQUETTE ELEMENTARY SCHOOL,MARQUETTE ELEMENTARY SCHOOL,MARQUETTE ELEMENTARY SCHOOL,6550 SOUTH RICHMOND ST,6550 SOUTH RICHMOND ST,6550 SOUTH RICHMOND ST,CHICAGO,IL,60629,"6550 SOUTH RICHMOND ST, CHICAGO, IL 60629",6608,6608.0,,2012.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,ES,"6550, South Richmond Street, Gage Park, Chicago, Cook County, Illinois, 60629, United States of America","41.774207149999995, -87.69770802444812",41.7742071499999,-87.69770802444809,POINT (442013.4970315354 4624942.411259286),0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,6238 S Hermitage Av,"6238 S Hermitage Av, Chicago, IL",Chicago,IL,Scattered Site Housing,"6238, South Hermitage Avenue, West Englewood, Chicago, Cook County, Illinois, 60636, United States of America","41.78068588307552, -87.66799468539163",41.78068588,-87.66799469,2572.075334311035
99,NCES,94.0,,115.0,"170993005675, 170993000943",0,0,0,1,0,0,1,0,0,CHICAGO VOCATIONAL HIGH SCHOOL,CHICAGO VOCATIONAL CAREER ACADEMY HIGH SCHOOL,CHICAGO VOCATIONAL CAREER ACADEMY HIGH SCHOOL,2100 EAST 87TH ST,2100 EAST 87TH ST,2100 EAST 87TH ST,CHICAGO,IL,60617,"2100 EAST 87TH ST, CHICAGO, IL 60617",4503,4503.0,,2012.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,HS,"2100, East 87th Street, Calumet Heights, Chicago, Cook County, Illinois, 60617, United States of America","41.7385094, -87.57403295730734",41.7385094,-87.5740329573073,POINT (452265.7286906083 4620903.078522733),0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4022 S State St,"4022 S State St, Chicago, IL",Chicago,IL,Robert Taylor Homes,"South State Street, Park Manor, Greater Grand Crossing, Chicago, Cook County, Illinois, 60621, United States of America","41.7688938, -87.6249555",41.768893799999994,-87.6249555,5413.335721041993
100,NCES,182.0,,,1.71E+11,0,0,1,0,0,0,1,0,0,BUCKINGHAM SPECIAL EDUCATION CENTER,BUCKINGHAM SPECIAL EDUCATION CENTER,BUCKINGHAM SPECIAL EDUCATION CENTER,9207 SOUTH PHILLIPS AV,9207 SOUTH PHILLIPS AV,9207 SOUTH PHILLIPS AV,CHICAGO,IL,60617,"9207 SOUTH PHILLIPS AVE, CHICAGO, IL 60617",4805,4805.0,,2013.0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,ES,"9207, South Phillips Avenue, South Chicago Heights, Calumet Heights, Chicago, Cook County, Illinois, 60617, United States of America","41.7276009, -87.56422301661769",41.7276009,-87.56422301661759,POINT (453073.5477362232 4619686.575311879),0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4022 S State St,"4022 S State St, Chicago, IL",Chicago,IL,Robert Taylor Homes,"South State Street, Park Manor, Greater Grand Crossing, Chicago, Cook County, Illinois, 60621, United States of America","41.7688938, -87.6249555",41.768893799999994,-87.6249555,6820.400590445313
