id,school,school_short,school_full,network,type,address,city,state,zip,comarea,ward,ward1,ward2,ward3,ward4,ward5,ward6,ward7,ward8,ward9,ward10,ward11,ward12,ward13,ward14,ward15,ward16,ward17,ward18,ward19,ward20,ward21,ward22,ward23,ward24,ward25,ward26,ward27,ward28,ward29,ward30,ward31,ward32,ward33,ward34,ward35,ward36,ward37,ward38,ward39,ward40,ward41,ward42,ward43,ward44,ward45,ward46,ward47,ward48,ward49,ward50,tract2000,tract2010,selective,closed_turn,closed,yr_action,closed00,closed01,closed02,closed03,closed04,closed05,closed06,closed07,closed08,closed09,closed10,closed11,closed12,closed13,closedturn00,closedturn01,closedturn02,closedturn03,closedturn04,closedturn05,closedturn06,closedturn07,closedturn08,closedturn09,closedturn10,closedturn11,closedturn12,closedturn13,bage2000,bage2010,yrbuilt,a2a_ur2012,a2a_ur2006,tif2000,tif2010,dist_charter,dist_new,dist_cbd,ayp2004,ayp2005,ayp2006,ayp2007,ayp2008,ayp2009,ayp2010,ayp2011,ayp2012,ayp2013,pmec2001,pmec2010,probation2011,cen9906,enroll2006,cen062012,pli_2012,pw_1990,pw_2000,pw_2010,pb_1990,pb_2000,pb_2010,pl_1990,pl_2000,pl_2010,pa_1990,pa_2000,pa_2010,sapop90ct,sapop00ct,sapop10ct,csapop9000,pcsapop9000,pcsapop0010,bp00ct,bp10ct,cbp0010ct,mfi_1990ct,mfi_2000ct,mfi_2010ct,mhv1990ct,mhv2000ct,mhv2010ct,pcmhv9000,pcmhv0010
501,Pritzker ES,PRITZKER,A.N. Pritzker School,Fulton Elementary Network,ES,2009 W Schiller St,Chicago,IL,60622,WEST TOWN,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2414,2414,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,35,1975,1.08,0.95,0,0,0.70,1.62,3.09,0,0,0,0,0,0,0,0,0,0,65.2,83.9,0,0.05,595,0.12,62.1,0.188,0.21,0.224,0.339,0.411,0.451,0.409,0.337,0.291,0.063,0.041,0.027,1045.000,494,496,-551,-0.527,0.004,0.12,0.07,-0.05,17960.00,48802.00,80928,198199.999,406400.00,468500,1.050454098,0.152805118
368,Lincoln ES,LINCOLN,Abraham Lincoln Elementary School,Fullerton Elementary Network,ES,615 W Kemper Pl,Chicago,IL,60614,LINCOLN PARK,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,712,712,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,134,1876,1.49,1.26,0,0,1.17,1.19,3.05,0,0,0,0,0,0,0,0,0,0,83.8,96.3,0,0.30,661,0.22,14,0.491,0.616,0.635,0.365,0.252,0.157,0.081,0.07,0.082,0.05905,0.06,0.082,212.000,224,247,12,0.057,0.103,0.05,0.03,-0.02,46090.00,78084.00,82461,356299.999,357500.00,433600,0.003367951,0.212867133
497,Powell ES,POWELL,Adam Clayton Powell Paideia Community Academy ES,Skyway Elementary Network,ES,7511 S South Shore Dr,Chicago,IL,60649,SOUTH SHORE,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4314,4314,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,35,1975,0.79,0.92,0,0,1.08,1.06,9.15,0,1,1,1,1,1,1,1,1,1,24.7,76.8,0,-0.41,618,-0.16,97.5,0.001,0.006,0,0.996,0.994,0.993,0.003,0,0.007,0,0,0,1620.000,1775,1105,155,0.096,-0.377,0.96,0.94,-0.01,23253.00,28629.00,26250,56400.000,61900.00,134800,0.097517735,1.177705977
580,Stevenson ES,STEVENSON,Adlai E Stevenson Elementary School,Midway Elementary Network,ES,8010 S Kostner Ave,Chicago,IL,60652,ASHBURN,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7003,7003.01,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,53,1957,1.59,1.55,0,0,2.02,1.13,10.73,1,1,1,1,1,1,1,1,1,1,46.6,78.4,0,-0.21,1240,0.05,94,0.609,0.501,0.078,0.294,0.146,0.078,0.074,0.337,0.846,0.018,0.015,0.004,1012.388,1354,1786,342,0.338,0.319,0.06,0.08,0.02,42666.00,51091.00,52389,88500.002,126100.00,210300,0.424858763,0.667723989
357,Lara ES,LARA,Agustin Lara Elementary Academy,Pershing Elementary Network,ES,4619 S Wolcott Ave,Chicago,IL,60609,NEW CITY,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6103,6103,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,1996,1.1,1.13,1,0,0.93,0.27,5.48,1,1,1,1,1,1,1,1,1,1,24.3,69.7,0,0.00,566,-0.02,99.6,,0.033,0.027,,0.008,0.024,,0.959,0.943,,0,0.004,1868.000,2152,2027,284,0.152,-0.058,0.02,0.05,0.03,22671.00,23405.00,29330,44500.000,97000.00,219600,1.179775292,1.263917526
5,Albany Park Multicultural Academy MS,ALBANY PARK,Albany Park Multicultural Academy,O'Hare Elementary Network,MS,4929 N Sawyer Ave,Chicago,IL,60625,ALBANY PARK,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1402,1402,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,4,2006,0.9,1.05,1,1,0.68,0.03,7.44,0,0,0,0,0,0,0,0,0,0,55.6,82.2,0,0.00,290,-0.08,96,,0.183,0.04,,0.077,0.07,,0.447,0.77,,0.293,0.12,1746.000,1983,1219,237,0.136,-0.385,0.06,0.05,-0.01,23305.00,30764.00,41821,99300.001,198000.00,294700,0.993957675,0.488383838
533,Sabin Magnet ES,SABIN,Albert R Sabin Elementary Magnet School,Fulton Elementary Network,ES,2216 W Hirsch St,Chicago,IL,60622,WEST TOWN,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2412,2412,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,80,1930,1.09,1.00,0,0,0.59,1.72,3.32,0,0,0,0,0,0,0,0,0,1,47.3,72.1,1,-0.01,552,0.13,89.7,0.264,0.082,0.02,0.089,0.172,0.203,0.63,0.728,0.751,0.016,0.015,0.025,566.000,273,239,-293,-0.518,-0.125,0.14,0.09,-0.05,23125.00,38021.00,66149,104199.998,308000.00,419400,1.955854181,0.361688312
618,Volta ES,VOLTA,Alessandro Volta Elementary School,O'Hare Elementary Network,ES,4950 N Avers Ave,Chicago,IL,60625,ALBANY PARK,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1403,1403.02,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,79,1931,1.3,1.22,1,0,0.33,0.33,7.89,0,0,0,0,0,1,1,1,1,1,60.6,71.8,0,-0.06,949,0.07,94.4,0.387,0.169,0.107,0.032,0.038,0.051,0.248,0.532,0.583,0.324,0.261,0.259,1128.296,1292,1009,164,0.145,-0.219,0.03,0.06,0.02,23921.00,45891.00,56530,95700.003,174100.00,322500,0.819226718,0.852383663
257,Haley ES,HALEY,Alex Haley Elementary Academy,Rock Island Elementary Network,ES,11411 S Eggleston Ave,Chicago,IL,60628,ROSELAND,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4912,4912,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,31,1979,0.73,1.04,0,0,0.78,1.11,13.48,1,1,1,1,1,1,1,1,1,1,22.6,71.2,0,-0.51,755,-0.31,99.1,,0.001,0,,0.999,0.995,,0,0.005,,0,0,840.000,757,623,-83,-0.099,-0.177,0.98,0.98,-0.01,38933.00,45417.00,52593,64300.000,95600.00,122400,0.486780721,0.280334728
47,Bell ES,BELL,Alexander Graham Bell Elementary School,Ravenswood-Ridge Elementary Network,ES,3730 N Oakley Ave,Chicago,IL,60618,NORTH CENTER,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,505,505,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,93,1917,1.2,1.04,0,0,1.04,0.62,5.52,1,0,0,0,0,0,0,0,0,0,76.6,96.2,0,-0.12,862,0.15,86.6,0.471,0.457,0.571,0.142,0.135,0.056,0.273,0.294,0.248,0.106,0.107,0.118,901.000,761,1028,-140,-0.155,0.351,0.02,0.02,0.00,35421.00,58651.00,85189,156100.000,354600.00,689600,1.271620754,0.944726452
241,Graham ES,GRAHAM,Alexander Graham Elementary School,Pershing Elementary Network,ES,4436 S Union Ave,Chicago,IL,60609,NEW CITY,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6107,8426,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,120,1890,0.6,0.75,1,0,0.96,1.11,4.80,1,1,1,1,1,1,1,1,1,1,45.3,76,0,-0.31,618,-0.23,96.5,0.499,0.542,0.181,0.23,0.258,0.321,0.266,0.198,0.298,0.006,0,0,1330.000,1250,1174,-80,-0.060,-0.061,0.03,0.04,0.01,25013.38,37923.57,63074,48466.457,115216.88,290100,1.377249981,1.517860162
258,Hamilton ES,HAMILTON,Alexander Hamilton Elementary School,Ravenswood-Ridge Elementary Network,ES,1650 W Cornelia Ave,Chicago,IL,60657,LAKE VIEW,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613,8319,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,117,1893,0.93,0.53,1,0,1.57,1.09,4.89,0,0,0,0,0,0,0,0,0,0,49.5,78.2,0,-0.58,212,0.44,46.9,0.337,0.189,0.276,0.185,0.303,0.327,0.441,0.467,,0.013,0.039,,387.000,244,296,-143,-0.370,0.213,0.02,0.01,0.00,32899.18,62726.66,103553,200159.868,377966.57,485000,0.888323457,0.283182254
9,Alexander von Humboldt Elementary School,VON HUMBOLDT,Alexander von Humboldt Elementary School,Fulton Elementary Network,ES,2620 W Hirsch St,Chicago,IL,60622,WEST TOWN,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2410,2410,0,1,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,116,126,1884,0.48,0.81,0,0,0.08,1.37,3.78,1,1,1,1,1,1,1,1,1,0,25.7,59.9,1,0.04,608,-0.36,97.5,0.013,0.014,0.009,0.3,0.318,0.398,0.686,0.657,0.591,0,0.007,0,958.000,1039,518,81,0.085,-0.501,0.24,0.28,0.04,12344.00,25395.00,24167,58299.998,188900.00,336700,2.240137325,0.782424563
10,Alfred David Kohn Elementary School,KOHN,Alfred David Kohn Elementary School,Rock Island Elementary Network,ES,10414 S State St,Chicago,IL,60628,ROSELAND,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4909,4909.02,0,1,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,99,1911,0.45,0.73,0,0,0.59,1.78,12.26,1,1,1,1,1,1,1,1,1,0,24.9,57.1,1,-0.04,640,-0.33,97.4,0,0.003,0,0.997,0.996,0.99,0.003,0.001,0.004,0,0,0.004,1665.478,1663,1237,-2,-0.001,-0.256,0.98,0.99,0.01,28953.00,39688.00,45088,64300.002,92600.00,147900,0.440124367,0.597192227
450,Nobel ES,NOBEL,Alfred Nobel Elementary School,Garfield-Humboldt Elementary Network,ES,4127 W Hirsch St,Chicago,IL,60651,HUMBOLDT PARK,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2306,2306,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,100,1910,1.47,1.50,1,0,0.62,0.46,5.49,1,1,1,1,1,1,1,1,1,1,32.9,62.8,0,1.06,864,-0.08,97.9,0.041,0.017,0.004,0.192,0.183,0.004,0.764,0.8,0.826,0.002,0,0,3177.000,2940,2242,-237,-0.075,-0.237,0.40,0.35,-0.05,25489.00,27591.00,35220,58900.000,120600.00,280900,1.047538201,1.329187396
36,Barnard ES,BARNARD,Alice L Barnard Computer Math & Science Center Elementary School,Rock Island Elementary Network,ES,10354 S Charles St,Chicago,IL,60643,BEVERLY,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7207,7207,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,110,1900,1.16,1.44,0,0,0.81,0.97,12.25,0,0,0,0,0,0,0,0,1,1,47.5,82,0,0.06,323,-0.16,0.014,0.244,0.832,0.983,0.699,0.035,0.003,0.05,0.005,0,0.005,0.005,,826.000,910,711,84,0.102,-0.219,0.59,0.62,0.03,37007.00,49320.00,56346,85200.000,155200.00,252300,0.821596236,0.62564433
494,Plamondon ES,PLAMONDON,Ambrose Plamondon Elementary School,Austin-North Lawndale Elementary Network,ES,2642 W 15th Pl,Chicago,IL,60608,NORTH LAWNDALE,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2915,8433,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,107,1903,0.89,1.04,0,1,0.57,2.22,3.63,0,1,1,0,0,0,0,0,0,0,31.1,73.4,0,-0.03,207,-0.18,99,0.011,0,0.01,0.177,0.162,0.17,0.812,0.835,0.82,0,0,0,1136.000,766,315,-370,-0.326,-0.589,0.73,0.63,-0.10,6916.00,23125.00,28782,41517.822,128603.08,232400,2.097539088,0.807110729
173,Earhart ES,EARHART,Amelia Earhart Options for Knowledge Elementary School,Skyway Elementary Network,ES,1710 E 93rd St,Chicago,IL,60617,CALUMET HEIGHTS,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4804,4804,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,50,1960,0.99,1.16,1,0,1.29,2.06,11.02,0,0,0,0,0,0,0,0,0,0,81.8,87.4,0,-0.26,291,-0.09,76.5,0,0.005,0.003,0.987,0.995,0.997,0.013,0,0,0,0,0,1529.000,1386,1118,-143,-0.094,-0.193,0.97,0.97,0.00,43066.00,52827.00,57697,79300.000,116600.00,209900,0.4703657,0.800171527
11,Ames MS,AMES,Ames Middle School,Fullerton Elementary Network,MS,1920 N Hamlin Ave,Chicago,IL,60647,LOGAN SQUARE,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2229,2229,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,1997,0.49,0.86,1,0,0.41,0.72,5.38,1,1,1,1,1,1,1,1,1,1,26.5,68.4,1,-0.19,799,-0.27,98,,0.021,0.013,,0.074,0.075,,0.905,0.911,,0,0.002,457.000,611,398,154,0.337,-0.349,0.04,0.08,0.04,20444.00,19861.00,38216,66900.001,148700.00,319400,1.222720443,1.14794889
12,Amos Alonzo Stagg Elementary ,STAGG,Amos Alonzo Stagg Elementary School,Englewood-Gresham Elementary Network,ES,7424 S Morgan St,Chicago,IL,60621,ENGLEWOOD,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6814,6814,0,1,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,31,41,1969,0.79,0.82,0,0,0.92,1.12,8.52,1,1,1,1,1,1,1,1,1,1,26.3,54.7,1,-0.12,555,-0.03,95.7,0,0,0.002,1,0.999,0.995,0,0.001,0.004,0,0,0,1352.000,1363,985,11,0.008,-0.277,0.99,0.98,0.00,20472.00,26181.00,16901,46200.000,71700.00,122500,0.551948049,0.708507671
14,Ana Roque de Duprey Elementary School,DUPREY,Ana Roque de Duprey Elementary School,Fulton Elementary Network,ES,2620 W HIRSCH ST,Chicago,IL,60622,WEST TOWN,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2410,2410,0,1,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,110,120,1890,0.33,0.00,0,0,0.07,1.37,3.78,1,1,1,1,1,1,1,1,1,0,18.2,73.8,0,-0.31,,,98.2,,0.022,0.032,,0.065,0.241,,0.911,0.722,,0.002,0,958.000,1039,518,81,0.085,-0.501,0.24,0.28,0.04,12344.00,25395.00,24167,58299.998,188900.00,336700,2.240137325,0.782424563
193,Evergreen ES,EVERGREEN,Ana Roque de Duprey Elementary School,Pershing Elementary Network,ES,3537 S Paulina St,Chicago,IL,60609,WEST TOWN,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5907,5907,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1999,0.33,1.64,0,0,0.00,0.00,4.15,1,1,1,1,1,1,1,1,1,1,39.3,76.3,0,0.60,452,-0.14,97.7,,0.082,0.046,,0.005,0.028,,0.871,0.911,,0.033,0.015,685.000,985,996,300,0.438,0.011,0.00,0.01,0.01,24846.00,30846.00,39500,52100.001,116400.00,287700,1.234165045,1.471649485
92,Carnegie ES,CARNEGIE,Andrew Carnegie Elementary School,Burnham Park Elementary Network,ES,1414 E 61st Pl,Chicago,IL,60637,WOODLAWN,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4202,4202,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,53,1957,1.2,1.17,0,0,0.51,1.83,7.06,0,0,0,0,0,0,0,0,0,0,51.9,79.1,1,-0.33,672,0.08,83.8,0,0,0.003,1,0.998,0.977,0,0.002,0.01,0,0,0.007,396.000,475,362,79,0.199,-0.238,0.82,0.75,-0.08,13094.00,30313.00,25313,64500.000,97200.00,281000,0.506976739,1.890946502
306,Jackson Academy ES,"JACKSON, A",Andrew Jackson Elementary Language Academy,Fulton Elementary Network,ES,1340 W Harrison St,Chicago,IL,60607,NEAR WEST SIDE,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2823,8329,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,21,1989,1.4,1.35,1,0,0.73,2.16,1.75,0,0,0,0,0,0,0,0,0,0,87.9,98,0,-0.07,538,0.03,34.7,0.298,0.289,0.314,0.316,0.287,0.194,0.354,0.274,0.207,0.029,0.145,0.281,266.000,237,165,-29,-0.109,-0.304,0.10,0.05,-0.05,31402.54,33124.18,42663,219715.789,316005.36,538900,0.438246008,0.705350836
341,Keller ES,KELLER,Annie Keller Elementary Gifted Magnet School,Rock Island Elementary Network,ES,3020 W 108th St,Chicago,IL,60655,MOUNT GREENWOOD,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7401,7401,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,1997,1.41,1.24,0,0,2.28,0.69,13.24,0,0,0,0,0,0,0,0,0,0,99.1,100,0,0.04,217,0.13,12.2,0.312,0.333,0.391,0.582,0.519,0.421,0.076,0.113,0.162,0.018,0.026,0.021,757.238,812,753,55,0.073,-0.073,0.01,0.02,0.01,32205.43,51245.41,70353,74501.196,124596.52,231900,0.672409709,0.861207634
17,Anthony Overton Elementary School,OVERTON,Anthony Overton Elementary School,Burnham Park Elementary Network,ES,221 E 49th St,Chicago,IL,60615,GRAND BOULEVARD,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3818,3818,0,1,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37,47,1963,0.62,0.54,1,0,0.71,1.89,5.29,1,0,0,0,0,1,1,1,1,0,37.8,59.9,1,0.99,378,0.15,96.3,0,0,0.005,1,1,0.991,0,0,0,0,0,0,448.000,393,281,-55,-0.123,-0.285,0.98,0.94,-0.05,14028.00,12174.00,19389,67499.999,97500.00,206700,0.444444463,1.12
19,Ariel ES,ARIEL,Ariel Elementary Community Academy,Burnham Park Elementary Network,ES,1119 E 46th St,Chicago,IL,60653,KENWOOD,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3902,3902,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,117,1893,1.18,0.91,0,0,0.03,3.06,5.10,0,0,0,0,0,0,0,0,0,0,53.6,83.5,0,-0.56,431,0.28,85.8,,0.005,0.004,,0.99,0.981,,0.005,0.013,,0,0.002,498.000,520,492,22,0.044,-0.054,0.97,0.85,-0.13,13851.00,34850.00,69271,56499.999,192100.00,337500,2.400000051,0.756897449
22,Arna Wendell Bontemps Elementary School,BONTEMPS,Arna Wendell Bontemps Elementary School,Englewood-Gresham Elementary Network,ES,1241 W 58th St,Chicago,IL,60636,WEST ENGLEWOOD,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6701,6701,0,1,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,37,1973,0.55,0.78,1,0,0.78,0.83,6.62,1,0,0,1,1,1,1,1,1,0,33.4,61.3,1,0.01,447,-0.23,99.7,0,0,0.006,1,1,0.981,0,0,0.014,0,0,0,902.000,748,462,-154,-0.171,-0.382,0.98,0.97,-0.01,22696.00,34808.00,36905,42000.000,73800.00,176000,0.757142871,1.384823848
415,Mireles Academy ES,MIRELES,Arnold Mireles Elementary Academy,Skyway Elementary Network,ES,9000 S Exchange Ave,Chicago,IL,60617,SOUTH CHICAGO,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4609,8339,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,34,1976,0.68,1.00,0,0,0.25,1.03,11.07,1,1,1,1,1,1,1,1,1,1,22.5,52.6,1,-0.08,1229,-0.27,99.1,,0.004,0.007,,0.435,0.536,,0.553,0.455,,0.001,0,1253.000,1217,904,-36,-0.029,-0.257,0.38,0.52,0.13,21313.52,19911.87,27169,40317.911,71116.54,160700,0.763894584,1.259671107
367,Libby ES,LIBBY,Arthur A Libby Elementary School,Pershing Elementary Network,ES,5300 S Loomis Blvd,Chicago,IL,60609,NEW CITY,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6119,6119,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,109,1901,0.6,0.78,1,0,0.58,0.28,6.06,1,1,1,1,1,1,1,1,1,1,25.8,52.4,1,0.13,702,-0.23,99.2,0.001,0.004,0,0.942,0.925,0.926,0.058,0.071,0.072,0,0,0,1761.000,1061,772,-700,-0.398,-0.272,0.89,0.84,-0.05,17129.00,21250.00,32849,37700.000,65300.00,153400,0.732095512,1.349157734
