id,school,school_short,school_full,network,type,address,city,state,zip,comarea,ward,ward1,ward2,ward3,ward4,ward5,ward6,ward7,ward8,ward9,ward10,ward11,ward12,ward13,ward14,ward15,ward16,ward17,ward18,ward19,ward20,ward21,ward22,ward23,ward24,ward25,ward26,ward27,ward28,ward29,ward30,ward31,ward32,ward33,ward34,ward35,ward36,ward37,ward38,ward39,ward40,ward41,ward42,ward43,ward44,ward45,ward46,ward47,ward48,ward49,ward50,tract2000,tract2010,selective,closed_turn,closed,yr_action,closed00,closed01,closed02,closed03,closed04,closed05,closed06,closed07,closed08,closed09,closed10,closed11,closed12,closed13,closedturn00,closedturn01,closedturn02,closedturn03,closedturn04,closedturn05,closedturn06,closedturn07,closedturn08,closedturn09,closedturn10,closedturn11,closedturn12,closedturn13,bage2000,bage2010,yrbuilt,a2a_ur2012,a2a_ur2006,tif2000,tif2010,dist_charter,dist_new,dist_cbd,ayp2004,ayp2005,ayp2006,ayp2007,ayp2008,ayp2009,ayp2010,ayp2011,ayp2012,ayp2013,pmec2001,pmec2010,probation2011,cen9906,enroll2006,cen062012,pli_2012,pw_1990,pw_2000,pw_2010,pb_1990,pb_2000,pb_2010,pl_1990,pl_2000,pl_2010,pa_1990,pa_2000,pa_2010,sapop90ct,sapop00ct,sapop10ct,csapop9000,pcsapop9000,pcsapop0010,bp00ct,bp10ct,cbp0010ct,mfi_1990ct,mfi_2000ct,mfi_2010ct,mhv1990ct,mhv2000ct,mhv2010ct,pcmhv9000,pcmhv0010
417,MITCHELL ES,MITCHELL,Ellen Mitchell Elementary School,Fulton Elementary Network,ES,2233 W OHIO ST,Chicago,IL,60612,WEST TOWN,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2429,2429,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,119,1891,0.92,0.62,0,0,0.70,1.29,2.91,1,0,0,0,0,0,0,0,0,0,35.6,82.1,0,-0.26,234,0.47,79.7,0.189,0.122,0.107,0.026,0.021,0.162,0.785,0.852,0.717,0,0,0.007,502.000,391,245,-111,-0.221,-0.373,0.02,0.02,0.00,19315.00,38448.00,43429,72199.999,254500.00,431300,2.524930781,0.694695481
661,Zapata ES,ZAPATA,Emiliano Zapata Elementary Academy,Pilsen-Little Village Elementary Network,ES,2728 S Kostner Ave,Chicago,IL,60623,SOUTH LAWNDALE,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3018,3018.01,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,1996,1.88,1.54,0,0,1.01,0.45,6.12,0,0,0,0,0,0,1,1,1,1,41,78.8,0,-0.66,808,0.21,99.2,,0.002,0.005,,0.004,0.003,,0.993,0.992,,0.001,0,1651.910,1638,1365,-14,-0.008,-0.167,0.01,0.01,0.00,23909.00,37273.00,35306,52800.000,127000.00,242000,1.405303116,0.905511753
605,Till ES,TILL,Emmett Louis Till Math and Science Academy,Burnham Park Elementary Network,ES,6543 S Champlain Ave,Chicago,IL,60637,WOODLAWN,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4207,4207,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,115,1895,0.45,0.78,0,0,0.61,2.03,7.39,1,0,1,1,1,1,1,1,1,1,47,49.6,1,-0.06,858,-1.00,100,,0.001,0,,0.997,0.993,,0.002,0.005,,0,0,1330.000,1495,960,165,0.124,-0.358,0.99,0.98,-0.01,16801.00,23424.00,29212,50000.000,80300.00,173700,0.606000013,1.163138232
190,Enrico Fermi Elementary School,FERMI,Enrico Fermi Elementary School,Skyway Elementary Network,ES,1415 E 70th St,Chicago,IL,60637,SOUTH SHORE,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4303,4303,0,1,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41,51,1959,0.59,0.82,0,0,0.76,0.90,8.12,1,1,1,1,1,1,1,1,1,0,23.1,47.8,1,-0.17,326,-0.27,99.1,0,0.002,0.008,0.996,0.998,0.988,0.004,0,0.004,0,0,0,911.000,1102,706,191,0.210,-0.359,0.99,0.95,-0.04,8896.00,26569.00,27471,44500.000,118600.00,207200,1.665168548,0.747048904
607,Tonti ES,TONTI,Enrico Tonti Elementary School,Midway Elementary Network,ES,5815 S Homan Ave,Chicago,IL,60629,GAGE PARK,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6309,6309,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,82,1928,1.31,1.20,0,0,0.91,0.43,7.73,1,0,0,1,1,1,1,1,1,1,40.9,68.5,0,-0.06,902,0.11,98,0.472,0.054,0.013,0.04,0.035,0.035,0.482,0.906,0.949,0.004,0.005,0.002,800.000,1800,1887,1000,1.250,0.048,0.02,0.03,0.01,29403.00,39700.00,34992,64300.000,107100.00,216800,0.665629851,1.024276377
504,Prussing ES,PRUSSING,Ernst Prussing Elementary School,O'Hare Elementary Network,ES,4650 N Menard Ave,Chicago,IL,60630,PORTAGE PARK,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1504,1504.01,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,83,1927,1.9,2.03,1,0,0.00,0.00,9.40,0,0,0,0,0,0,0,0,0,0,70.2,84.7,0,-0.19,711,-0.06,75,0.539,0.718,0.535,0.228,0.025,0.015,0.204,0.189,0.375,0.027,0.065,0.068,731.288,1003,1049,272,0.371,0.046,0.00,0.01,0.01,32160.00,50560.00,54375,111000.003,181300.00,295100,0.633333266,0.627688933
191,Esmond ES,ESMOND,Esmond Elementary School,Rock Island Elementary Network,ES,1865 W Montvale,Chicago,IL,60643,MORGAN PARK,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7505,7505,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,119,1891,0.48,0.70,1,0,0.90,0.81,13.46,1,1,1,1,1,1,1,1,1,1,25.2,67.7,1,0.26,490,-0.31,97.1,0,0,0.003,1,0.998,0.985,0,0.002,0.008,0,0,0.003,1809.000,1788,1437,-21,-0.012,-0.196,0.76,0.78,0.01,38077.00,54130.00,45000,72900.000,122400.00,182000,0.67901234,0.486928105
204,Field ES,FIELD,Eugene Field Elementary School,Ravenswood-Ridge Elementary Network,ES,7019 N Ashland Ave,Chicago,IL,60626,ROGERS PARK,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,107,107.02,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,112,1898,0.67,0.81,0,0,0.35,0.17,9.08,1,1,1,1,1,1,1,1,1,1,38.8,60.1,0,-0.17,463,-0.19,97.6,0.094,0.073,0.067,0.459,0.451,0.435,0.354,0.436,0.409,0.087,0.033,0.089,1499.649,1920,1363,421,0.280,-0.290,0.29,0.22,-0.07,27184.00,33342.00,43304,100899.998,153399.99,222400,0.520317103,0.449804507
157,Dirksen ES,DIRKSEN,Everett McKinley Dirksen Elementary School,O'Hare Elementary Network,ES,8601 W Foster Ave,Chicago,IL,60656,OHARE,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,7608,7608.03,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,39,1971,1.74,1.43,0,0,4.76,5.33,12.70,0,0,0,0,0,0,0,1,1,1,69.1,85.1,0,-0.10,644,0.21,76.1,0.549,0.704,0.739,0.204,0.068,0.051,0.162,0.157,0.124,0.085,0.068,0.084,681.605,885,1252,204,0.299,0.414,0.02,0.03,0.00,35598.00,43930.00,47593,171300.009,143100.00,188500,-0.164623512,0.317260654
197,Fairfield ES,FAIRFIELD,Fairfield Elementary Academy,Midway Elementary Network,ES,6201 S Fairfield Ave,Chicago,IL,60629,CHICAGO LAWN,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6602,8350,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,90,1920,0.91,1.09,0,0,0.64,0.60,7.73,1,1,1,1,1,1,1,1,1,1,21.6,47.8,1,0.05,708,-0.16,99.5,,0.007,0,,0.651,0.528,,0.341,0.467,,0.001,0.003,2351.000,2589,1886,238,0.101,-0.272,0.68,0.63,-0.05,23142.96,35495.13,28918,54120.212,99081.33,189500,0.830763927,0.912570175
481,Peck ES,PECK,Ferdinand Peck Elementary School,Midway Elementary Network,ES,3826 W 58th St,Chicago,IL,60629,WEST ELSDON,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6204,6204,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,84,1926,2.41,2.24,0,0,0.97,0.54,8.02,1,1,1,1,1,1,1,1,1,1,51.8,76.7,0,-0.12,1454,0.07,97.4,0.511,0.189,0.024,0.254,0.005,0.001,0.223,0.802,0.971,0.01,0.003,0.003,624.000,1439,1744,815,1.306,0.212,0.01,0.01,0.01,31802.00,54079.00,54932,75000.000,129500.00,235200,0.726666656,0.816216216
203,Fernwood ES,FERNWOOD,Fernwood Elementary School,Rock Island Elementary Network,ES,10041 S Union Ave,Chicago,IL,60628,WASHINGTON HEIGHTS,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7305,7305,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,109,1901,0.8,1.09,0,0,0.97,1.50,11.78,0,1,1,0,0,0,0,0,0,0,28.2,71.5,1,-0.63,436,-0.21,98.5,0,0,0,1,1,99.2,0,0,0.003,0,0,0.006,1280.000,1273,1043,-7,-0.005,-0.181,0.97,0.98,0.01,34375.00,41836.00,43882,64300.000,93600.00,152000,0.455676516,0.623931624
446,Nightingale ES,NIGHTINGALE,Florence Nightingale Elementary School,Midway Elementary Network,ES,5250 S Rockwell St,Chicago,IL,60632,GAGE PARK,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6305,6305,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,84,1926,1.47,1.42,1,0,0.29,0.58,6.59,1,1,1,1,1,1,1,1,1,1,37.4,66.3,0,-0.06,1352,0.02,98.4,0.283,0.026,0.011,0.075,0.034,0.018,0.631,0.937,0.97,0.01,0.002,0.001,1350.000,2398,2296,1048,0.776,-0.043,0.04,0.03,-0.01,28097.00,34911.00,40771,54000.001,101200.00,213300,0.874074054,1.10770751
210,Fort Dearborn ES ,FORT DEARBORN,Fort Dearborn Elementary School,Rock Island Elementary Network,ES,9025 S Throop St,Chicago,IL,60620,WASHINGTON HEIGHTS,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7302,7302.01,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,41,1969,0.52,0.84,0,0,0.42,0.87,10.59,1,1,1,1,1,0,0,0,0,1,28,73.2,0,-0.23,690,-0.31,98.1,0,0,0.003,1,1,0.99,0,0,0.007,0,0,0,1776.925,1667,1357,-110,-0.062,-0.186,0.99,0.98,0.00,31786.00,42877.00,33646,65500.000,92900.00,159500,0.418320578,0.716899945
211,Foster Park ES,FOSTER PARK,Foster Park Elementary School,Englewood-Gresham Elementary Network,ES,8530 S Wood St,Chicago,IL,60620,AUBURN GRESHAM,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7112,7112,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,37,1973,0.62,0.89,1,0,0.31,0.79,10.10,1,1,1,1,1,1,1,1,1,1,31.7,57.2,1,-0.26,581,-0.28,94.4,0.013,0.002,0.004,0.976,0.994,0.988,0.011,0.002,0.008,0,0.001,0,1608.000,1418,1147,-190,-0.118,-0.191,0.99,0.99,0.00,36866.00,45187.00,50290,68800.000,94600.00,170000,0.374999991,0.797040169
406,McKay ES,MCKAY,Francis M McKay Elementary School,Midway Elementary Network,ES,6901 S Fairfield Ave,Chicago,IL,60629,CHICAGO LAWN,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6609,6609,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,82,1928,0.94,1.57,0,0,0.25,0.80,8.52,1,1,1,1,1,1,1,1,1,1,25.3,53.2,1,0.28,1413,-0.37,95.9,0.103,0.005,0.002,0.673,0.946,0.881,0.21,0.049,0.109,0.014,0,0.001,1278.000,1895,1298,617,0.483,-0.315,0.83,0.84,0.01,21914.00,33014.00,28018,55800.001,103600.00,150000,0.856630803,0.447876448
213,Francis Parkman Elementary School,PARKMAN,Francis Parkman Elementary School,Pershing Elementary Network,ES,245 W 51st St,Chicago,IL,60609,FULLER PARK,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3703,8356,0,1,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,99,1911,0.49,0.58,0,0,0.55,1.19,5.54,1,1,1,1,1,1,1,1,1,0,22.6,48.9,0,-0.26,275,-0.19,98.6,0,0.003,0,1,0.989,0.757,0,0.008,0.243,0,0,0,541.000,456,337,-85,-0.157,-0.261,0.94,0.91,-0.03,9099.49,24914.98,19805,43352.535,67400.00,114200,0.554695715,0.694362018
214,Francis Scott Key Elementary School,KEY,Francis Scott Key Elementary School,Austin-North Lawndale Elementary Network,ES,517 N Parkside Ave,Chicago,IL,60644,AUSTIN,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2514,2514,0,1,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,103,1907,0.68,1.01,0,0,0.57,0.32,7.16,1,1,1,1,1,1,1,1,1,0,22.8,62.8,1,0.01,453,-0.34,97.4,0.001,0,0.003,0.999,0.999,0.992,0,0.001,0.006,0,0,0,1518.000,1467,1006,-51,-0.034,-0.314,0.95,0.91,-0.03,19250.00,27935.00,33431,70400.000,133300.00,247100,0.893465898,0.853713428
472,Parker ES,PARKER,Francis W Parker Elementary Community Academy,Englewood-Gresham Elementary Network,ES,6800 S Stewart Ave,Chicago,IL,60621,ENGLEWOOD,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6812,6812,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,80,1930,1.01,0.72,0,0,0.13,1.54,7.78,1,1,1,1,1,1,1,1,1,1,31.5,61.2,0,-0.31,591,0.37,99.3,0,0,0,1,0.999,0.98,0,0.001,0.019,0,0,0.001,1712.000,1475,873,-237,-0.138,-0.408,0.99,0.98,0.00,9823.00,17647.00,16063,40500.001,63800.00,117100,0.575308616,0.835423197
382,Madero MS,MADERO,Francisco I Madero Middle School,Pilsen-Little Village Elementary Network,MS,3202 W 28th St,Chicago,IL,60623,SOUTH LAWNDALE,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3015,8408,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,1996,0.59,0.67,1,0,0.90,1.20,4.89,1,1,1,1,1,1,1,1,1,1,41.5,74.3,1,-0.19,337,-0.07,98.4,,0,0,,0,0.003,,1,0.997,,0,0,1514.000,1641,1357,127,0.084,-0.173,0.01,0.01,0.00,24897.00,30000.00,37875,43000.000,125700.00,227300,1.923255786,0.808273667
51,Bennett ES,BENNETT,Frank I Bennett Elementary School,Rock Island Elementary Network,ES,10115 S Prairie Ave,Chicago,IL,60628,ROSELAND,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4908,4908,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,89,1921,0.78,0.79,0,0,0.76,2.17,11.85,1,0,0,0,0,0,0,0,0,1,47.4,71,1,-0.15,472,0.06,96.6,0.005,0,0.002,0.986,0.999,0.995,0.009,0.001,0.002,0,0,0.002,1081.000,1200,944,119,0.110,-0.213,0.98,0.98,-0.01,31271.00,40263.00,35382,64200.000,89900.00,142400,0.400311531,0.583982202
234,Gillespie ES,GILLESPIE,Frank L Gillespie Elementary School,Rock Island Elementary Network,ES,9301 S State St,Chicago,IL,60619,ROSELAND,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4903,4903,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,48,1962,0.8,0.89,0,0,1.57,1.22,10.83,1,1,1,1,1,1,1,1,1,1,25.2,57.6,1,-0.31,714,-0.15,96.7,,0,0.002,,1,0.982,,0,0.017,,0,0,396.000,457,413,61,0.154,-0.096,0.99,0.98,-0.01,31888.00,46042.00,42436,67600.000,97300.00,179500,0.439349106,0.844809866
255,Gunsaulus ES,GUNSAULUS,Frank W Gunsaulus Elementary Scholastic Academy,Pershing Elementary Network,ES,4420 S Sacramento Ave,Chicago,IL,60632,BRIGHTON PARK,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5805,5805.02,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,86,1924,1.16,0.98,0,0,0.32,0.29,6.01,0,0,0,0,0,0,0,0,1,1,64.6,80.3,0,0.26,709,0.22,93.3,0.304,0.252,0.083,0.295,0.255,0.127,0.366,0.434,0.744,0.017,0.055,0.043,853.881,1793,1843,939,1.100,0.028,0.01,0.02,0.02,25134.00,36440.00,52468,58600.001,136700.00,244800,1.332764487,0.790782722
513,Reilly ES,REILLY,Frank W Reilly Elementary School,Fullerton Elementary Network,ES,3650 W School St,Chicago,IL,60618,AVONDALE,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2103,8311,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,86,1924,1.62,2.14,1,0,0.47,0.32,6.22,1,1,1,1,1,1,1,1,1,1,40.6,68.1,1,0.11,1551,-0.24,95.9,0.447,0.215,0.092,0.047,0.008,0.018,0.467,0.753,0.878,0.034,0.02,0.001,1197.000,2004,1833,807,0.674,-0.085,0.01,0.03,0.02,29054.81,35997.88,49295,86850.439,200792.11,359300,1.311929644,0.789412982
215,Franklin ES,FRANKLIN,Franklin Elementary Fine Arts Center,Fullerton Elementary Network,ES,225 W Evergreen Ave,Chicago,IL,60610,NEAR NORTH SIDE,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,803,803,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,84,1926,1.12,1.12,1,0,0.57,0.23,1.74,0,0,0,0,0,0,0,0,0,0,77.4,93.1,0,0.03,364,0.00,41.3,,0.296,0.327,,0.321,0.363,,0.197,0.175,,0.155,0.127,176.995,381,395,204,1.153,0.037,0.11,0.06,-0.05,42528.00,63106.00,89188,350000.002,326600.00,417200,-0.066857155,0.277403561
544,Schubert ES,SCHUBERT,Franz Peter Schubert Elementary School,Fullerton Elementary Network,ES,2727 N Long Ave,Chicago,IL,60639,BELMONT CRAGIN,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1907,1907.01,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,84,1926,1.19,1.79,0,0,0.57,0.66,7.63,1,1,0,0,0,0,0,1,1,1,38.1,62.5,1,-0.03,1384,-0.32,97.7,0.375,0.109,0.042,0.216,0.013,0.023,0.383,0.865,0.023,0.023,0.011,0.01,424.297,1016,938,592,1.394,-0.077,0.01,0.03,0.01,27156.00,42049.00,47778,92700.002,184200.00,328200,0.987055008,0.781758934
116,Chopin ES,CHOPIN,Frederic Chopin Elementary School,Fulton Elementary Network,ES,2450 W Rice St,Chicago,IL,60622,WEST TOWN,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2425,2425,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,93,1917,0.44,0.45,0,0,0.28,1.10,3.27,1,1,1,0,0,0,0,0,0,                              ,32.4,92.9,0,-0.01,269,-0.01,96.2,0.038,0.047,0.047,0.101,0.068,0.095,0.859,0.877,0.855,0.001,0.008,0.003,1344.000,905,587,-439,-0.327,-0.351,0.05,0.05,0.00,21106.00,30104.00,43041,58299.999,197300.00,418000,2.384219618,1.118601115
218,Funston ES,FUNSTON,Frederick Funston Elementary School,Fullerton Elementary Network,ES,2010 N Central Park,Chicago,IL,60647,LOGAN SQUARE,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2209,2209.01,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,114,1896,0.96,0.96,0,0,0.67,0.99,5.22,0,0,0,0,0,0,0,1,1,1,25.1,64.8,1,0.01,621,0.00,97.9,0.045,0.023,0.01,0.143,0.118,0.1,0.81,0.854,0.889,0.001,0,0.002,1312.429,1477,1149,165,0.125,-0.222,0.06,0.11,0.05,23526.00,33712.00,42083,68700.002,154000.00,339300,1.24163025,1.203246726
307,Jahn ES,JAHN,Friedrich Ludwig Jahn Elementary School,Ravenswood-Ridge Elementary Network,ES,3149 N Wolcott Ave,Chicago,IL,60657,NORTH CENTER,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513,513,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,102,1908,1.11,1.13,0,0,1.16,0.77,4.64,1,1,1,0,0,0,0,0,0,0,37.3,79.4,0,-0.93,480,0.02,84.6,0.286,0.153,0.109,0.027,0.062,0.083,0.663,0.749,0.792,0.012,0.023,0.016,556.000,379,599,-177,-0.318,0.580,0.03,0.02,-0.02,31212.00,85604.00,130885,101600.000,329900.00,496200,2.247047241,0.504092149
542,Schiller Elementary,,Friedrick Von Schiller Elementary School,,MS,640 W Scott St,Chicago,IL,60610,,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,805,8422,0,1,1,2009,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,39,49,1961,0.43,0.50,0,1,0.21,0.19,1.80,1,1,1,1,1,1,0,0,0,0,10,NA,NA,-0.07,271,NA,N/A,0,0.003,N/A,1,0.994,N/A,0,0.003,N/A,0,0,N/A,1076.336,1342,449,266,0.247,-0.665,0.91,0.39,-0.52,6861.30,24702.30,46548,21601.501,281775.86,381100,12.04427242,0.352493422
